schoolname,ncesid,ncesdistid_admin,ncesdistid_geo,census_id,pp_stloc_raw,pp_fed_raw,pp_total_raw,pp_total_norm_NERDS,flag_nerds,flag_f33,schoolstloc_raw,schoolfed_raw,schooltot_raw,distid_stateassigned,schoolid_stateassigned,distname,address,city,state,zip_code,ncesenroll,enroll_raw,enrollmetric_raw,gradespan,level
Butteville Elementary,060669000593,0606690,0606690,05504700300000,10793,845,11638,NRD,true,1,2104635,164775,2269410,47702010000000,47702016050678,Butteville Union Elementary,24512 EDGEWOOD RD.,WEED,CA,96094,195,195,CALPADS Fall 1 Submission enrollment,KG-08,3
Byron Institute for Independent Study,060675014447,0606750,0606750,05500700700000,NRD,NRD,NRD,NRD,false,1,NRD,NRD,NRD,07616630000000,07616630139667,Byron Union Elementary,NRD,NRD,CA,NRD,NRD,NRD,CALPADS Fall 1 Submission enrollment,KG-08,3
Discovery Bay Elementary,060675007653,0606750,0606750,05500700700000,NRD,NRD,NRD,NRD,false,1,NRD,NRD,NRD,07616630000000,07616636101943,Byron Union Elementary,1700 WILLOW LAKE RD.,DISCOVERY BAY,CA,94505,418,418,CALPADS Fall 1 Submission enrollment,KG-05,2
Excelsior Middle,060675000595,0606750,0606750,05500700700000,NRD,NRD,NRD,NRD,false,1,NRD,NRD,NRD,07616630000000,07616636003669,Byron Union Elementary,14301 BYRON HWY.,BYRON,CA,94514,569,569,CALPADS Fall 1 Submission enrollment,06-08,3
Timber Point Elementary,060675010475,0606750,0606750,05500700700000,NRD,NRD,NRD,NRD,false,1,NRD,NRD,NRD,07616630000000,07616636119838,Byron Union Elementary,40 NEWBURY LN.,DISCOVERY BAY,CA,94505,488,488,CALPADS Fall 1 Submission enrollment,KG-05,2
Cabrillo Point Academy,060227413913,0602274,0602274,NRD,9024,135,9159,9044.312584,false,NRD,39398784,589410,39988194,37680490132506,01325060132506,Cabrillo Point Academy,4612 DEHESA RD.,EL CAJON,CA,92019,4466,4366,CALPADS Fall 1 Submission enrollment,KG-12,4
Alvin S. Hatch Elementary,060678000596,0606780,0606780,05504100500000,6422,507,6929,NRD,false,1,3615586,285441,3901027,41688900000000,41688906043616,Cabrillo Unified,490 MIRAMONTES AVE.,HALF MOON BAY,CA,94019,563,563,CALPADS Fall 1 Submission enrollment,KG-05,2
Farallone View Elementary,060678000598,0606780,0606780,05504100500000,8046,505,8551,NRD,false,1,2462076,154530,2616606,41688900000000,41688906043632,Cabrillo Unified,250 LACONTE AND KANOFF,MONTARA,CA,94037,306,306,CALPADS Fall 1 Submission enrollment,KG-05,2
Manuel F. Cunha Intermediate,060678000601,0606780,0606780,05504100500000,7562,780,8342,NRD,false,1,5784930,596700,6381630,41688900000000,41688906043665,Cabrillo Unified,600 CHURCH ST.,HALF MOON BAY,CA,94019,765,765,CALPADS Fall 1 Submission enrollment,06-08,3
Pilarcitos Alternative High (Continuation),060678000602,0606780,0606780,05504100500000,11516,238,11754,NRD,false,1,483672,9996,493668,41688900000000,41688904130027,Cabrillo Unified,498 KELLY AVE.,HALF MOON BAY,CA,94019,42,42,CALPADS Fall 1 Submission enrollment,09-12,4
Anza Elementary,060681000603,0606810,0606810,05503700600000,11301,1497,12798,13280.7852,true,NRD,6260754,829338,7090092,37679910000000,37679916037568,Cajon Valley Union,1005 S. ANZA ST.,EL CAJON,CA,92020,554,554,CALPADS Fall 1 Submission enrollment,KG-05,2
Avocado Elementary,060681000604,0606810,0606810,05503700600000,11282,1023,12305,12787.7852,true,NRD,6475868,587202,7063070,37679910000000,37679916069082,Cajon Valley Union,3845 AVOCADO SCH RD.,LA MESA,CA,91941,574,574,CALPADS Fall 1 Submission enrollment,KG-05,2
Bostonia Language Academy,060681000606,0606810,0606810,05503700600000,11225,1334,12559,13041.7852,true,NRD,6589075,783058,7372133,37679910000000,37679916037576,Cajon Valley Union,1390 E. BRD.WAY,EL CAJON,CA,92021,587,587,CALPADS Fall 1 Submission enrollment,KG-05,2
Emerald Middle,060681000612,0606810,0606810,05503700600000,11397,1442,12839,13321.7852,true,NRD,6701436,847896,7549332,37679910000000,37679916037626,Cajon Valley Union,1221 S. EMERALD AVE.,EL CAJON,CA,92020,588,588,CALPADS Fall 1 Submission enrollment,06-08,3
Empower,060681014179,0606810,0606810,05503700600000,80887,1396,82283,82765.7852,false,NRD,970644,16752,987396,37679910000000,37679910136176,Cajon Valley Union,165 ROANOKE RD.,EL CAJON,CA,92020,12,12,CALPADS Fall 1 Submission enrollment,KG-08,3
Fuerte Elementary,060681000614,0606810,0606810,05503700600000,11317,1023,12340,12822.7852,true,NRD,7582390,685410,8267800,37679910000000,37679916037642,Cajon Valley Union,11625 FUERTE DR.,EL CAJON,CA,92020,670,670,CALPADS Fall 1 Submission enrollment,KG-05,2
Greenfield Middle,060681000615,0606810,0606810,05503700600000,11373,1462,12835,13317.7852,true,NRD,8950551,1150594,10101145,37679910000000,37679916037659,Cajon Valley Union,1495 GREENFIELD DR.,EL CAJON,CA,92021,787,787,CALPADS Fall 1 Submission enrollment,06-08,3
Hillsdale Middle,060681005234,0606810,0606810,05503700600000,11214,1023,12237,12719.7852,true,NRD,17179848,1567236,18747084,37679910000000,37679916112890,Cajon Valley Union,1301 BRABHAM ST.,EL CAJON,CA,92019,1532,1532,CALPADS Fall 1 Submission enrollment,06-08,3
Jamacha Elementary,060681001165,0606810,0606810,05503700600000,11360,1023,12383,12865.7852,true,NRD,5146080,463419,5609499,37679910000000,37679916110787,Cajon Valley Union,2962 JAMUL DR.,EL CAJON,CA,92019,453,453,CALPADS Fall 1 Submission enrollment,KG-05,2
Lexington Elementary,060681000618,0606810,0606810,05503700600000,11269,1493,12762,13244.7852,true,NRD,9556112,1266064,10822176,37679910000000,37679916037683,Cajon Valley Union,1145 REDWOOD AVE.,EL CAJON,CA,92019,848,848,CALPADS Fall 1 Submission enrollment,KG-05,2
Los Coches Creek Middle,060681011751,0606810,0606810,05503700600000,11439,1023,12462,12944.7852,true,NRD,8979615,803055,9782670,37679910000000,37679910111005,Cajon Valley Union,9669 DUNBAR LN.,EL CAJON,CA,92021,785,785,CALPADS Fall 1 Submission enrollment,06-08,3
Madison Avenue Elementary,060681000619,0606810,0606810,05503700600000,11233,1449,12682,13164.7852,true,NRD,6739800,869400,7609200,37679910000000,37679916037691,Cajon Valley Union,1615 E. MADISON AVE.,EL CAJON,CA,92019,600,600,CALPADS Fall 1 Submission enrollment,KG-05,2
Meridian Elementary,060681000621,0606810,0606810,05503700600000,11207,1487,12694,13176.7852,true,NRD,6712993,890713,7603706,37679910000000,37679916037717,Cajon Valley Union,651 S. THIRD ST.,EL CAJON,CA,92019,599,599,CALPADS Fall 1 Submission enrollment,KG-05,2
Montgomery Middle,060681000622,0606810,0606810,05503700600000,11376,1422,12798,13280.7852,true,NRD,10386288,1298286,11684574,37679910000000,37679916093207,Cajon Valley Union,1570 MELODY LN.,EL CAJON,CA,92019,913,913,CALPADS Fall 1 Submission enrollment,06-08,3
Naranca Elementary,060681000623,0606810,0606810,05503700600000,11216,1486,12702,13184.7852,true,NRD,9208336,1220006,10428342,37679910000000,37679916037725,Cajon Valley Union,1030 NARANCA AVE.,EL CAJON,CA,92021,821,821,CALPADS Fall 1 Submission enrollment,KG-05,2
Vista Grande Elementary,060681007655,0606810,0606810,05503700600000,11344,1023,12367,12849.7852,true,NRD,6874464,619938,7494402,37679910000000,37679916101794,Cajon Valley Union,1908 VISTA GRANDE RD.,EL CAJON,CA,92019,606,606,CALPADS Fall 1 Submission enrollment,KG-05,2
W. D. Hall Elementary,060681000616,0606810,0606810,05503700600000,11271,1475,12746,13228.7852,true,NRD,6187779,809775,6997554,37679910000000,37679916037741,Cajon Valley Union,1376 PEPPER DR.,EL CAJON,CA,92021,549,549,CALPADS Fall 1 Submission enrollment,KG-05,2
Oakendell Community,069100311572,0691003,0691003,05100500530100,8353,2267,10620,NRD,false,1,142001,38539,180540,05100580000000,05100589010745,Calaveras County Office of Education,3585 HAWVER RD.,SAN ANDREAS,CA,95249,17,17,CALPADS Fall 1 Submission enrollment,06-12,4
Calaveras Unified Alternative-Sierra Hills Education Center,060687009340,0606870,0606870,05500500200000,19555,4674,24229,NRD,false,1,723535,172938,896473,05615640000000,05615640530055,Calaveras Unified,501 GOLD STRIKE RD.,SAN ANDREAS,CA,95249,37,37,CALPADS Fall 1 Submission enrollment,KG-12,4
Mokelumne Hill Elementary,060687000628,0606870,0606870,05500500200000,13422,2191,15613,NRD,false,1,1342200,219100,1561300,05615640000000,05615646003404,Calaveras Unified,8350 HIGHWAY 26,MOKELUMNE HILL,CA,95245,100,100,CALPADS Fall 1 Submission enrollment,KG-06,2
Rail Road Flat Elementary,060687000629,0606870,0606870,05500500200000,20809,3837,24646,NRD,true,1,998832,184176,1183008,05615640000000,05615646003420,Calaveras Unified,298 RAIL RD. FLAT RD.,RAIL ROAD FLAT,CA,95248,48,48,CALPADS Fall 1 Submission enrollment,KG-06,2
Valley Springs Elementary,060687000631,0606870,0606870,05500500200000,7521,678,8199,NRD,false,1,3414534,307812,3722346,05615640000000,05615646003446,Calaveras Unified,240 PINE ST.,VALLEY SPRINGS,CA,95252,454,454,CALPADS Fall 1 Submission enrollment,KG-05,2
West Point Elementary,060687000632,0606870,0606870,05500500200000,11679,1946,13625,NRD,false,1,1261332,210168,1471500,05615640000000,05615646003453,Calaveras Unified,54 BALD MOUNTAIN RD.,WEST POINT,CA,95255,108,108,CALPADS Fall 1 Submission enrollment,KG-06,2
Blanche Charles Elementary,060690009117,0606900,0606900,05501300400000,6612,519,7131,NRD,false,1,2929116,229917,3159033,13630990000000,13630996106975,Calexico Unified,1201 KLOKE RD.,CALEXICO,CA,92231,443,443,CALPADS Fall 1 Submission enrollment,KG-06,2
Calexico Community Day,060690012355,0606900,0606900,05501300400000,NRD,NRD,NRD,NRD,false,1,NRD,NRD,NRD,13630990000000,13630990118364,Calexico Unified,NRD,NRD,CA,NRD,NRD,NRD,CALPADS Fall 1 Submission enrollment,06-12,4
Cesar Chavez Elementary,060690011897,0606900,0606900,05501300400000,3869,327,4196,NRD,false,1,3373768,285144,3658912,13630990000000,13630990113985,Calexico Unified,1251 E. ZAPATA ST.,CALEXICO,CA,92231,872,872,CALPADS Fall 1 Submission enrollment,KG-06,2
Jefferson Elementary,060690000637,0606900,0606900,05501300400000,5515,453,5968,NRD,false,1,4362365,358323,4720688,13630990000000,13630996008361,Calexico Unified,1120 E. SEVENTH ST.,CALEXICO,CA,92231,791,791,CALPADS Fall 1 Submission enrollment,KG-06,2
Mains Elementary,060690000639,0606900,0606900,05501300400000,5997,515,6512,NRD,false,1,3130434,268830,3399264,13630990000000,13630996008387,Calexico Unified,655 SHERIDAN AVE.,CALEXICO,CA,92231,522,522,CALPADS Fall 1 Submission enrollment,KG-06,2
William Moreno Junior High,060690002010,0606900,0606900,05501300400000,5973,444,6417,NRD,false,1,4969536,369408,5338944,13630990000000,13630996111587,Calexico Unified,1202 KLOKE RD.,CALEXICO,CA,92231,832,832,CALPADS Fall 1 Submission enrollment,07-08,3
California Connections Academy Central Coast,060248814411,0602488,0602488,NRD,NRD,NRD,NRD,NRD,false,1,NRD,NRD,NRD,42750100138891,01388910138891,California Connections Academy Central Coast,2300 HIGHWAY 166,NEW CUYAMA,CA,93254,NRD,NRD,CALPADS Fall 1 Submission enrollment,KG-12,4
California Connections Academy North Bay,060212713769,0602127,0602127,NRD,9824,348,10172,9471.502591,false,NRD,1896032,67164,1963196,17640550129601,01296010129601,California Connections Academy North Bay,20932 BIG CANYON RD.,MIDDLETOWN,CA,95461,193,193,CALPADS Fall 1 Submission enrollment,KG-12,4
California Connections Academy Southern California,060185110983,0601851,0601851,NRD,9925,337,10262,9476.275057,false,NRD,39114425,1328117,40442542,30664640106765,01067650106765,California Connections Academy Southern California,33272 VALLE RD.,SAN JUAN CAPISTRANO,CA,92675,3941,3941,CALPADS Fall 1 Submission enrollment,KG-12,4
California Connections Academy@Central,060241111819,0602411,0602411,NRD,10067,385,10452,9625.506073,false,NRD,4973098,190190,5163288,54718030112458,01124580112458,California Connections Academy@Central,5313 RD. 39,ALPAUGH,CA,93201,494,494,CALPADS Fall 1 Submission enrollment,KG-12,4
California Montessori Project - Capitol Campus,060230511732,0602305,0602305,NRD,10818,155,10973,11177.71084,false,NRD,3591576,51460,3643036,34674390111757,01117570111757,California Montessori Project - Capitol Campus,2635 CHESTNUT HILL DR.,SACRAMENTO,CA,95826,332,332,CALPADS Fall 1 Submission enrollment,KG-08,3
California Montessori Project - Elk Grove Campus,060177611727,0601776,0601776,NRD,9612,179,9791,9341.317365,false,NRD,4815612,89679,4905291,34673140111732,01117320111732,California Montessori Project - Elk Grove Campus,8828 ELK GROVE BLVD. STE. 4,ELK GROVE,CA,95624,501,501,CALPADS Fall 1 Submission enrollment,KG-08,3
California Montessori Project-San Juan Campuses,060165311733,0601653,0601653,NRD,9571,186,9757,9882.132132,false,NRD,12748572,247752,12996324,34674470112169,01121690112169,California Montessori Project-San Juan Campuses,5330A GIBBONS DR. STE. 700,CARMICHAEL,CA,95608,1332,1332,CALPADS Fall 1 Submission enrollment,KG-08,3
California Pacific Charter - Sonoma,060251014414,0602510,0602510,NRD,NRD,NRD,NRD,NRD,true,1,NRD,NRD,NRD,49707220139048,01390480139048,California Pacific Charter - Sonoma,"1200 QUAIL ST., #250",NEWPORT BEACH,CA,92663,NRD,NRD,CALPADS Fall 1 Submission enrollment,KG-12,4
California Pacific Charter- Los Angeles,060235413904,0602354,0602354,NRD,8395,196,8591,NRD,false,1,4541695,106036,4647731,19753090132654,01326540132654,California Pacific Charter- Los Angeles,"100 E. SAN MARCOS BLVD., STE 350",SAN MARCOS,CA,92069,541,541,CALPADS Fall 1 Submission enrollment,KG-12,4
California School for the Blind,060000210346,0600002,0600002,NRD,NRD,NRD,NRD,NRD,true,1,NRD,NRD,NRD,01316090131755,01316090131755,California School for the Blind (State Special Schl),500 WALNUT AVE.,FREMONT,CA,94536,66,NRD,CALPADS Fall 1 Submission enrollment,KG-12,4
California School of the Arts - San Gabriel Valley,060191414083,0601914,0601914,NRD,14809,658,15467,14603.51827,false,NRD,10943851,486262,11430113,19644690134858,01348580134858,California School of the Arts - San Gabriel Valley,1401 HIGHLAND AVE.,DUARTE,CA,91010,739,739,CALPADS Fall 1 Submission enrollment,09-12,4
California Virtual Academy @ Los Angeles,060171612034,0601716,0601716,NRD,9849,321,10170,10110.47204,false,NRD,35042742,1142118,36184860,19650940112706,01127060112706,California Virtual Academy @ Los Angeles,50 MORELAND RD.,SIMI VALLEY,CA,93065,3559,3558,CALPADS Fall 1 Submission enrollment,KG-12,4
California Virtual Academy @ San Joaquin,060199013191,0601990,0601990,NRD,9481,326,9807,9759.246336,false,NRD,13586273,467158,14053431,39686270127191,01271910127191,California Virtual Academy @ San Joaquin,50 MORELAND RD.,SIMI VALLEY,CA,93065,1433,1433,CALPADS Fall 1 Submission enrollment,KG-12,4
California Virtual Academy at Fresno,060161614251,0601616,0601616,NRD,10224,481,10705,10686.10635,false,NRD,5960592,280423,6241015,10623310137661,01376610137661,California Virtual Academy at Fresno,50 MORELAND RD.,SIMI VALLEY,CA,93065,583,583,CALPADS Fall 1 Submission enrollment,KG-12,4
California Virtual Academy at Kings,060188411996,0601884,0601884,NRD,9540,411,9951,9857.908847,false,NRD,3558420,153303,3711723,16638750112698,01126980112698,California Virtual Academy at Kings,50 MORELAND RD.,SIMI VALLEY,CA,93065,373,373,CALPADS Fall 1 Submission enrollment,KG-12,4
California Virtual Academy at Sutter,060181013698,0601810,0601810,NRD,9365,379,9744,9727.94899,false,NRD,8812465,356639,9169104,51714150129007,01290070129007,California Virtual Academy at Sutter,50 MORELAND RD.,SIMI VALLEY,CA,93065,941,941,CALPADS Fall 1 Submission enrollment,KG-12,4
Fremont Primary,060699008804,0606990,0606990,05501300600000,11702,1154,12856,NRD,false,1,4154210,409670,4563880,13631070000000,13631076103535,Calipatria Unified,401 W. MAIN ST.,CALIPATRIA,CA,92233,355,355,CALPADS Fall 1 Submission enrollment,KG-04,2
Calistoga Elementary,060702000646,0607020,0607020,05502800300000,17194,1414,18608,19597.68902,false,NRD,8201538,674478,8876016,28662410000000,28662416026744,Calistoga Joint Unified,1327 BERRY ST.,CALISTOGA,CA,94515,477,477,CALPADS Fall 1 Submission enrollment,KG-06,2
Calistoga Junior/Senior High,060702000647,0607020,0607020,05502800300000,18988,1122,20110,21099.68902,false,NRD,7196452,425238,7621690,28662410000000,28662412831758,Calistoga Joint Unified,1608 LAKE ST.,CALISTOGA,CA,94515,379,379,CALPADS Fall 1 Submission enrollment,07-12,4
Bagby Elementary,060714000650,0607140,0607140,05504300700000,2094875,204294,2299169,NRD,true,1,1070481125,104394234,1174875359,43693850000000,43693856046411,Cambrian,1840 HARRIS AVE.,SAN JOSE,CA,95124,511,511,CALPADS Fall 1 Submission enrollment,KG-05,2
Fammatre Elementary,060714000652,0607140,0607140,05504300700000,2151338,209816,2361154,NRD,true,1,1131603788,110363216,1241967004,43693850000000,43693856046445,Cambrian,2800 NEW JERSEY AVE.,SAN JOSE,CA,95124,526,526,CALPADS Fall 1 Submission enrollment,KG-05,2
Sartorette Charter,060714000655,0607140,0607140,05504300700000,1756054,171239,1927293,NRD,true,1,756859274,73804009,830663283,43693850000000,43693856046494,Cambrian,3850 WOODFORD DR.,SAN JOSE,CA,95124,431,431,CALPADS Fall 1 Submission enrollment,KG-05,2
Steindorf STEAM K-8 Magnet,060714013993,0607140,0607140,05504300700000,2052794,200110,2252904,NRD,true,1,1030502588,100455220,1130957808,43693850000000,43693850133439,Cambrian,3001 ROSS AVE.,SAN JOSE,CA,95124,502,502,CALPADS Fall 1 Submission enrollment,KG-08,3
Camino Nuevo Charter Academy #2,060174112738,0601741,0601741,NRD,10191,1181,11372,10538.13559,false,NRD,7215228,836148,8051376,19647330122861,01228610122861,Camino Nuevo Charter Academy #2,3400 W. 3RD ST.,LOS ANGELES,CA,90020,708,708,CALPADS Fall 1 Submission enrollment,KG-08,3
Camino Nuevo Charter Academy #4,060183712915,0601837,0601837,NRD,11424,1125,12549,11657.47059,false,NRD,7174272,706500,7880772,19647330124826,01248260124826,Camino Nuevo Charter Academy #4,1018 MOHAWK ST.,LOS ANGELES,CA,90026,629,628,CALPADS Fall 1 Submission enrollment,KG-08,3
Campbell School of Innovation,060720014280,0607200,0607200,05504300800000,12865,397,13262,14030.81479,false,NRD,3859500,119100,3978600,43693930000000,43693930137273,Campbell Union,295 W. CHERRY LN.,CAMPBELL,CA,95008,300,300,CALPADS Fall 1 Submission enrollment,KG-08,3
Capri Elementary,060720000663,0607200,0607200,05504300800000,12102,397,12499,13267.81479,false,NRD,7128078,233833,7361911,43693930000000,43693936046536,Campbell Union,850 CHAPMAN AVE.,CAMPBELL,CA,95008,589,589,CALPADS Fall 1 Submission enrollment,KG-05,2
Monroe Middle,060720000672,0607200,0607200,05504300800000,12090,397,12487,13255.81479,false,NRD,13516620,443846,13960466,43693930000000,43693936046627,Campbell Union,1055 S. MONROE ST.,SAN JOSE,CA,95128,1118,1118,CALPADS Fall 1 Submission enrollment,05-08,3
Rolling Hills Middle,060720000674,0607200,0607200,05504300800000,12173,397,12570,13338.81479,false,NRD,12927726,421614,13349340,43693930000000,43693936046668,Campbell Union,1585 MORE AVE.,LOS GATOS,CA,95030,1062,1062,CALPADS Fall 1 Submission enrollment,05-08,3
Rosemary,060720000675,0607200,0607200,05504300800000,13441,645,14086,14854.81479,false,NRD,6263506,300570,6564076,43693930000000,43693936046676,Campbell Union,401 W. HAMILTON AVE.,CAMPBELL,CA,95008,466,466,CALPADS Fall 1 Submission enrollment,KG-05,2
Leigh High,060723008122,0607230,0607230,05504300900000,12045,493,12538,12964.17894,false,NRD,21343740,873596,22217336,43694010000000,43694014330239,Campbell Union High,5210 LEIGH AVE.,SAN JOSE,CA,95124,1772,1772,CALPADS Fall 1 Submission enrollment,09-12,4
Prospect High,060723000673,0607230,0607230,05504300900000,12121,691,12812,13238.17894,false,NRD,18848155,1074505,19922660,43694010000000,43694014336137,Campbell Union High,18900 PROSPECT RD.,SARATOGA,CA,95070,1555,1555,CALPADS Fall 1 Submission enrollment,09-12,4
Canyon Elementary,060735000680,0607350,0607350,05500700800000,11366,632,11998,NRD,false,1,761522,42344,803866,07616710000000,07616716003677,Canyon Elementary,"187 PINEHURST RD., PO BOX 187",CANYON,CA,94516,67,67,CALPADS Fall 1 Submission enrollment,KG-08,3
